"name","count","topcode","tricky","url","notes"
"Access Fund",2,"Entertainment",,,
"Wild Farm Alliance",2,"Environmental",,,
"Wild Farm Alliance",2,"Farming",,,
"Blue Frontier Campaign",2,"Environmental",,,
"Sierra Club, Grand Canyon Chapter",2,"Environmental",,,
"Concerned Citizens and Retired Miners Coalition",2,"Environmental",,,
"Friends of Ironwood Forest",2,"Environmental",,,
"Wildcoast",2,"Environmental",,,
"Pennsylvania Land Trust Association",2,"Environmental",,,
"Pennsylvania Land Trust Association",2,"Farming",,,
"Green Vegans",2,"Environmental",,,
"Pipeline Safety Trust",2,"Environmental",,,
"Pipeline Safety Trust",2,"Misc Issues",,,
"Clean and Healthy New York",2,"Environmental",,,
"Commonweal",2,"Environmental",,,
"Commonweal",2,"Health",,,
"Conservatives for Responsible Stewardship",2,"Environmental",,,
"Sciencecorps",2,"Environmental",,,
"Sciencecorps",2,"Human Rights",,,
"Buckeye Forest Council",2,"Environmental",,,
"Coalition of National Park Service Retirees",2,"Environmental",,,
"Coalition of National Park Service Retirees",2,"Unions",,,
"Ecological Society of America",2,"Environmental",,,
"Ecological Society of America",2,"Non-Profit Institutions",,,
"Tree Musketeers",2,"Environmental",,,
"Bridging the Gap",2,"Environmental",,,
"Eco-Justice Ministries",2,"Environmental",,,
"Islands Energy Coalition",2,"Environmental",,,
"Protect Our Winters",2,"Environmental",,,
"Southern Energy Network",2,"Environmental",,,
"SustainUS",2,"Environmental",,,
"California Coastkeeper Alliance",2,"Environmental",,,
"Desal Response Group",2,"Environmental",,,
"Environmental Justice Coalition for Water",2,"Environmental",,,
"Klamath Riverkeeper",2,"Environmental",,,
"California Save Our Streams Council",2,"Environmental",,,
"Sacramento River Preservation Trust",2,"Environmental",,,
"Tuolumne River Trust",2,"Environmental",,,
"Butte Environmental Council",2,"Environmental",,,
"California Water Impact Network",2,"Environmental",,,
"Earth Law Center",2,"Environmental",,,
"Sierra Club California",2,"Environmental",,,
"AquAlliance",2,"Environmental",,,
"The Bay Institute",2,"Environmental",,,
"Environmental Water Caucus",2,"Environmental",,,
"Environmental Health Strategy Center",2,"Environmental",,,
"Sunone Solutions",2,"Environmental",,,
"Carter Ecosystem Services",2,"Environmental",,,
"EnergyNorthAmerica",2,"Environmental",,,
"EnergyNorthAmerica",2,"Energy",,,
"Separation Technologies Llc",2,"Environmental",,,
"Dwelltek Home Energy Solutions",2,"Environmental",,,
"Energy Platforms",2,"Environmental",,,
"EnLink GeoEnergy",2,"Environmental",,,
"Flexenergy",2,"Environmental",,,
"Green Strategies",2,"Environmental",,,
"ABB",2,"Environmental",,,
"ABB",2,"Manufacturing",,,
"National Ground Water Association",2,"Environmental",,,
"PMI Ash Technologies",2,"Environmental",,,
"PMI Ash Technologies",2,"Energy",,,
"TerraScapes Environmental",2,"Environmental",,,
"Sallie Mae",2,"Financial",,,
"Hsbc-north America",2,"Financial",,,
"Bristol Bay Regional Seafood Development Association",2,"Environmental",,,
"Bristol Bay Regional Seafood Development Association",2,"Food & Beverage",,,
"Water4Fish",2,"Environmental",,,
"Catfish Farmers of America",2,"Environmental",,,
"California Striped Bass Association",2,"Environmental",,,
"United Fishermen Of Alaska",2,"Environmental",,,
"Recreational Fishing Alliance",2,"Environmental",,,
"International Federation of Fly Fishers",2,"Environmental",,,
"Coastside Fishing Club",2,"Environmental",,,
"Golden Gate Fishermen's Association",2,"Environmental",,,
"Monterey Fish Market",2,"Environmental",,,
"Monterey Fish Market",2,"Food & Beverage",,,
"Northwest Sportfishing Industry Association",2,"Environmental",,,
"Small Boat Commercial Salmon Fishermen's Association",2,"Environmental",,,
"International Game Fish Association",2,"Environmental",,,
"Keep America Fishing",2,"Environmental",,,
"Cape Cod Commercial Hook Fishermen's Association",2,"Environmental",,,
"Cape Cod Commercial Hook Fishermen's Association",2,"Food & Beverage",,,
"National Association of Charterboat Operators",2,"Environmental",,,
"National Association of Charterboat Operators",2,"Transportation",,,
"Backcountry Hunters and Anglers",2,"Environmental",,,
"Big Game Forever",2,"Environmental",,,
"California Outdoor Heritage Alliance",2,"Environmental",,,
"Virginia Hunting Dog Association",2,"Environmental",,,
"Quail Unlimited",2,"Environmental",,,
"Just Born",2,"Food & Beverage",,,
"Jelly Belly Candy Company",2,"Food & Beverage",,,
"Bumble Bee Foods",2,"Food & Beverage",,,
"AquaBounty Technologies",2,"Food & Beverage",,,
"International Bottled Water Association",2,"Food & Beverage",,,
"Starbucks",2,"Food & Beverage",,,
"Yum! Brands",2,"Food & Beverage",,,
"Texas Roadhouse",2,"Food & Beverage",,,
"Papa John's Pizza",2,"Food & Beverage",,,
"International Pizza Hut Franchise Holders Association",2,"Food & Beverage",,,
"Association of Kentucky Fried Chicken Franchisees",2,"Food & Beverage",,,
"Auntie Anne's",2,"Food & Beverage",,,
"American Pizza Community",2,"Food & Beverage",,,
"National Frozen Pizza Institute",2,"Food & Beverage",,,
"Dot Foods, Inc.",2,"Food & Beverage",,,
"Basic American Foods",2,"Food & Beverage",,,
"United Natural Foods",2,"Food & Beverage",,,
"International Formula Council",2,"Food & Beverage",,,
"Annie's Homegrown",2,"Food & Beverage",,,
"Nature's Path",2,"Food & Beverage",,,
"Kraft Foods Group",2,"Food & Beverage",,,
"McCormick & Company",2,"Food & Beverage",,,
"Hatfield Quality Meats",2,"Food & Beverage",,,
"National Beef",2,"Food & Beverage",,,
"National Beef",2,"Farming",,,
"Glier's Meats",2,"Food & Beverage",,,
"Whole Foods Market",2,"Food & Beverage",,,
"Harvest Cooperative",2,"Food & Beverage",,,
"Calhoun Enterprises",2,"Food & Beverage",,,
"Calhoun Enterprises",2,"Telecom",,,
"Wegmans Food Markets",2,"Food & Beverage",,,
"SuperValu",2,"Food & Beverage",,,
"Delhaize",2,"Food & Beverage",,,
"SYSCO",2,"Food & Beverage",,,
"National Farm to School Network",2,"Food & Beverage",,,
"American Conservative Defense Alliance",2,"Defense",,,
"Center for Military Readiness",2,"Defense",,,
"Coalition For Peace Action",2,"Defense",,,
"AfterDowningStreet.org",2,"Defense",,,
"Center for Defense Information",2,"Defense",,,
"Bread Without Bullets",2,"Defense",,,
"Brooklyn For Peace",2,"Defense",,,
"Quixote Center  /  Quest For Peace",2,"Defense",,,
"Topanga Peace Alliance",2,"Defense",,,
"Alliance Of Forest Workers And Harvesters",2,"Extraction",,,
"Federated Women In Timber",2,"Extraction",,,
"Florida Forestry Association",2,"Extraction",,,
"International Wood Products Association",2,"Extraction",,,
"Delta Timber Company",2,"Extraction",,,
"Lyme Timber Company",2,"Extraction",,,
"Ohio Forestry Association",2,"Extraction",,,
"Plum Creek",2,"Extraction",,,
"National Forest County and Schools Coalition",2,"Extraction",,,
"National Forest County and Schools Coalition",2,"Farming",,,
"Paper and Forest Industry Transportation Committee",2,"Extraction",,,
"Forest Energy Corporation",2,"Extraction",,,
"National Network of Forest Practitioners",2,"Extraction",,,
"Jay Cashman",2,"Construction",,,
"National Association of Women in Construction",2,"Construction",,,
"Green Builder Coalition",2,"Construction",,,
"Quality Construction Alliance",2,"Construction",,,
"Modular Building Systems Association",2,"Construction",,,
"J. Herbert Construction Company",2,"Construction",,,
"Orion Marine Group",2,"Construction",,,
"Construction Contractors Association",2,"Construction",,,
"Construction Institute",2,"Construction",,,
"L. Michael Foley and Associates",2,"Construction",,,
"National Association of Minority Contractors",2,"Construction",,,
"Campaign To Close The Gun Show Loophole",2,"Firearms",,,
"States United to Prevent Gun Violence",2,"Firearms",,,
"Washington CeaseFire",2,"Firearms",,,
"20 Children",2,"Firearms",,,
"Grandmothers for Peace International",2,"Firearms",,,
"Buckeye Firearms Association",2,"Firearms",,,
"Firearm Owners Against Crime",2,"Firearms",,,
"Pharmaceutical Industry Labor Management Association",2,"Health",,,
"Society of Cardiovascular Computed Tomography",2,"Health",,,
"American Society for Therapeutic Radiology and Oncology",2,"Health",,,
"National Association of Emergency Medical Technicians",2,"Health",,,
"American Congress of Rehabilitation Medicine",2,"Health",,,
"Society of Invasive Cardiovascular Professionals",2,"Health",,,
"American Association of Medical Assistants",2,"Health",,,
"American Association of Medical Dosimetrists",2,"Health",,,
"American Registry of Radiologic Technologists",2,"Health",,,
"Association of Educators in Imaging and Radiologic Sciences",2,"Health",,,
"Association of Vascular and Interventional Radiographers",2,"Health",,,
"Cardiovascular Credentialing International",2,"Health",,,
"Joint Review Committee on Education in Cardiovascular Technology",2,"Health",,,
"Joint Review Committee on Education in Diagnostic Medical Sonography",2,"Health",,,
"Joint Review Committee on Education in Radiologic Technology",2,"Health",,,
"Joint Review Committee on Education Programs in Nuclear Medicine Technology",2,"Health",,,
"Nuclear Medicine Technology Certification Board",2,"Health",,,
"Section for Magnetic Resonance Technologists of International Society of Magnetic Resonance in Medicine",2,"Health",,,
"Society for Radiation Oncology Administrators",2,"Health",,,
"International Society of Radiographers and Radiological Technologists",2,"Health",,,
"Medical Imaging Consultants Inc.",2,"Health",,,
"Midwives Alliance Of North America",2,"Health",,,
"National Association Of Certified Professional Midwives",2,"Health",,,
"American Society for Metabolic and Bariatric Surgery",2,"Health",,,
"National Association for the Medical Direction of Respiratory Care",2,"Health",,,
"Medical Association Of The State Of Alabama",2,"Health",,,
"Colorado Medical Society",2,"Health",,,
"Medical Society Of Delaware",2,"Health",,,
"Medchi, The Maryland State Medical Society",2,"Health",,,
"Michigan State Medical Society",2,"Health",,,
"Mississippi State Medical Association",2,"Health",,,
"Missouri State Medical Association",2,"Health",,,
"Montana Medical Association",2,"Health",,,
"Nevada State Medical Association",2,"Health",,,
"Medical Society of New Jersey",2,"Health",,,
"Medical Society of the State of New York",2,"Health",,,
"Ohio State Medical Association",2,"Health",,,
"Oklahoma State Medical Association",2,"Health",,,
"South Carolina Medical Association",2,"Health",,,
"South Dakota State Medical Association",2,"Health",,,
"Committee of Interns and Residents",2,"Health",,,
"Committee of Interns and Residents",2,"Unions",,,
"Society for Pediatric Research",2,"Health",,,
"American College of Osteopathic Internists",2,"Health",,,
"Joint Council of Allergy, Asthma and Immunology",2,"Health",,,
"Arizona Medical Association",2,"Health",,,
"Arkansas Medical Society",2,"Health",,,
"Connecticut State Medical Society",2,"Health",,,
"Medical Society of the District of Columbia",2,"Health",,,
"Florida Medical Association",2,"Health",,,
"Medical Association of Georgia",2,"Health",,,
"Hawaii Medical Association",2,"Health",,,
"Idaho Medical Association",2,"Health",,,
"Illinois State Medical Society",2,"Health",,,
"Indiana State Medical Association",2,"Health",,,
"Kansas Medical Society",2,"Health",,,
"Kentucky Medical Association",2,"Health",,,
"Nebraska Medical Association",2,"Health",,,
"North Carolina Medical Society",2,"Health",,,
"North Dakota Medical Association",2,"Health",,,
"Oregon Medical Association",2,"Health",,,
"Tennessee Medical Association",2,"Health",,,
"Texas Medical Association",2,"Health",,,
"Utah Medical Association",2,"Health",,,
"Medical Society of Virginia",2,"Health",,,
"Medical Society of Virginia",2,"Human Rights",,,
"West Virginia State Medical Association",2,"Health",,,
"Wyoming Medical Society",2,"Health",,,
"American Academy of Disability Evaluating Physicians",2,"Health",,,
"American College of Osteopathic Family Physicians",2,"Health",,,
"American Academy of Pain Medicine",2,"Health",,,
"American College of Phlebology",2,"Health",,,
"Association For The Advancement Of Psychology",2,"Health",,,
"American Association of Practicing Psychiatrists",2,"Health",,,
"Psychologists for Social Responsibility",2,"Health",,,
"Psychologists for Social Responsibility",2,"Human Rights",,,
"American Association for Psychosocial Rehabilitation",2,"Health",,,
"American Psychotherapy Association",2,"Health",,,
"National Board for Certified Counselors",2,"Health",,,
"Association for Applied Sport Psychology",2,"Health",,,
"American Society of Retina Specialists",2,"Health",,,
"California Orthopaedic Association",2,"Health",,,
"American Society of Interventional Pain Physicians",2,"Health",,,
"American Association of Clinical Urologists",2,"Health",,,
"American Society of Pediatric Hematology/Oncology",2,"Health",,,
"Pediatric Endocrine Society",2,"Health",,,
"Society for Gynecologic Oncology",2,"Health",,,
"American Society of Transplantation",2,"Health",,,
"North American Spine Society",2,"Health",,,
"American Academy of Podiatric Sports Medicine",2,"Health",,,
"American Medical Society for Sports Medicine",2,"Health",,,
"American Academy of Emergency Medicine",2,"Health",,,
"American Society for Clinical Pathology",2,"Health",,,
"American Association of Neuromuscular & Electrodiagnostic Medicine",2,"Health",,,
"American Academy of Otolaryngic Allergy",2,"Health",,,
"American Association of Hip and Knee Surgeons",2,"Health",,,
"American Urogynecologic Society",2,"Health",,,
"Delta Dental",2,"Health",,,
"Delta Dental",2,"Insurance",,,
"Alliance of the American Dental Association",2,"Health",,,
"American Association of Orthodontists",2,"Health",,,
"National Association of Dental Laboratories",2,"Health",,,
"Dental Trade Alliance",2,"Health",,,
"Chiropractic Coalition",2,"Health",,,
"International Chiropractors Association",2,"Health",,,
"Naadac",2,"Health",,,
"Center for Occupational and Environmental Medicine",2,"Health",,,
"Federation of State Boards of Physical Therapy",2,"Health",,,
"Society of Diagnostic Medical Sonography",2,"Health",,,
"National Association of Rehabilitation Providers and Agencies",2,"Health",,,
"National Council on Strength & Fitness",2,"Health",,,
"National Council on Strength & Fitness",2,"Misc Services",,,
"North Dakota Academy of Nutrition & Dietetics",2,"Health",,,
"American Kinesiotherapy Association",2,"Health",,,
"American Holistic Medical Association",2,"Health",,,
"American Holistic Medical Association",2,"Non-Profit Institutions",,,
"Society for Advancement of Violence and Injury Research ",2,"Health",,,
"American Nephrology Nurses' Association",2,"Health",,,
"American Association for Long Term Care Nursing",2,"Health",,,
"American Association of Heart Failure Nurses",2,"Health",,,
"American Assembly for Men in Nursing",2,"Health",,,
"Nurses Organization of Veterans Affairs",2,"Health",,,
"Coalition of Geriatric Nursing Organizations",2,"Health",,,
"American Association of Nurse Assessment Coordination",2,"Health",,,
"Association Of Community Pharmacists Congressional Network",2,"Health",,,
